"","Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Gorzka"
"842","Hotel Chocolat (Coppeneur)","Ecuador",552,2010,70,"U.K.",2.75,"Ecuador","Tak"
"843","Hotel Chocolat (Coppeneur)","Santo Domingo",552,2010,70,"U.K.",3,"Dominican Republic","Tak"
"844","Hotel Chocolat (Coppeneur)","Chuao",600,2010,70,"U.K.",2.75,"Venezuela","Tak"
"845","Hotel Chocolat (Coppeneur)","St. Lucia",245,2008,72,"U.K.",3,"St. Lucia","Tak"
"846","Hotel Chocolat (Coppeneur)","Uganda",296,2008,80,"U.K.",2.5,"Uganda","Tak"
"847","Hotel Chocolat (Coppeneur)","Tanzania",296,2008,75,"U.K.",2.75,"Tanzania","Tak"
"848","Hotel Chocolat (Coppeneur)","Uba Budo",300,2008,72,"U.K.",3,"Sao Tome","Tak"
"849","Hummingbird","Lam Dong",1542,2015,70,"Canada",3.5,"Vietnam","Tak"
"850","Hummingbird","Bolivia",1307,2014,70,"Canada",3,"Bolivia","Tak"
"851","Hummingbird","Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70,"Canada",3,"Bolivia","Tak"
"852","Hummingbird","Momotombo",1311,2014,70,"Canada",3,"Nicaragua","Tak"
"853","Hummingbird","Hispaniola",1311,2014,70,"Canada",3.75,"Dominican Republic","Tak"
"854","Hummingbird","Zorzal Reserva w/ Charles Kerchner",1387,2014,70,"Canada",3.5,"Dominican Republic","Tak"
"855","Hummingbird","Ocumare, Cumboto",1097,2013,70,"Canada",3.25,"Venezuela","Tak"
"856","Hummingbird","Amazonas",1097,2013,70,"Canada",3.75,"Venezuela","Tak"
"857","Idilio (Felchlin)","Chuao, Venezuela",1085,2013,72,"Switzerland",3.75,"Venezuela","Tak"
"858","Idilio (Felchlin)","Coopertiva Amazona",725,2011,72,"Switzerland",3.75,"Venezuela","Tak"
"859","Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72,"Switzerland",3.75,"Venezuela","Tak"
"860","Idilio (Felchlin)","Choroni, Finca Torres, 48hr c.",729,2011,72,"Switzerland",3.25,"Venezuela","Tak"
"861","Idilio (Felchlin)","Ocumare, H. Cata, 48hr c.",733,2011,72,"Switzerland",3.75,"Venezuela","Tak"
"862","Idilio (Felchlin)","Porcelana, Zulia",733,2011,74,"Switzerland",4,"Venezuela","Tak"
"863","Idilio (Felchlin)","Ocumare, H. Cata, w/ nibs",737,2011,72,"Switzerland",3.5,"Venezuela","Tak"
"864","Idilio (Felchlin)","Carenero Superior, Urrutia, Barlovento",737,2011,70,"Switzerland",4,"Venezuela","Tak"
"865","Idilio (Felchlin)","Coopertiva Amazona w/ nibs",737,2011,72,"Switzerland",4,"Venezuela","Tak"
"866","Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72,"Switzerland",4,"Venezuela","Tak"
"867","Indah","India (south)",1788,2016,61,"India",2.5,"India","Nie"
"868","Indaphoria","La Red",821,2012,70,"U.S.A.",3.25,"Dominican Republic","Tak"
"869","Indaphoria","Conacado, Manifesto",907,2012,70,"U.S.A.",2.75,"Dominican Republic","Tak"
"870","Indi","Honduras",1255,2014,77,"U.S.A.",3,"Honduras","Tak"
"871","iQ Chocolate","Satipo region, white label",943,2012,72,"Scotland",2.75,"Peru","Tak"
"872","iQ Chocolate","black label",943,2012,72,"Scotland",3,"Peru","Tak"
"873","Isidro","Madagascar",1275,2014,72,"U.S.A.",3.5,"Madagascar","Tak"
"874","Isidro","Peru",1279,2014,72,"U.S.A.",2.25,"Peru","Tak"
"875","Isidro","Belize",1279,2014,72,"U.S.A.",3.25,"Belize","Tak"
"876","Isidro","Dominican Republic",1279,2014,72,"U.S.A.",3.25,"Dominican Republic","Tak"
"877","Izard","Maya Mountain, Toledo, Batch 29",1542,2015,70,"U.S.A.",3.5,"Belize","Tak"
"878","Izard","Elvesia P., Batch 32",1546,2015,70,"U.S.A.",2.75,"Dominican Republic","Tak"
"879","Jacque Torres","Trinatario Treasure",5,2006,71,"U.S.A.",2,"Ghana","Tak"
"880","Jordis","Madagascar",1534,2015,63,"Czech Republic",2.75,"Madagascar","Nie"
"881","Just Good Chocolate","Belize",1375,2014,70,"U.S.A.",3.5,"Belize","Tak"
"882","Just Good Chocolate","Madagascar",1375,2014,70,"U.S.A.",3.5,"Madagascar","Tak"
"883","Just Good Chocolate","Peru",1375,2014,70,"U.S.A.",4,"Peru","Tak"
"884","Kah Kow","Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70,"Domincan Republic",3.5,"Dominican Republic","Tak"
"885","Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,82,"Domincan Republic",3,"Dominican Republic","Tak"
"886","Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,55,"Domincan Republic",3.25,"Dominican Republic","Nie"
"887","Kah Kow","Rizek Cacao, Domin. Rep.",1073,2013,62,"Domincan Republic",3.25,"Dominican Republic","Nie"
"888","Kakao","Peru",837,2012,64,"Germany",2.5,"Peru","Nie"
"889","Kakao","Vanuatu",387,2009,65,"Germany",3.75,"Vanuatu","Nie"
"890","Kallari (Ecuatoriana)","Sisa 36hr/ W. F. blend prototype",241,2008,70,"Ecuador",3,"Ecuador","Tak"
"891","Kallari (Ecuatoriana)","Sisa's Secret/ original micro",241,2008,70,"Ecuador",3.5,"Ecuador","Tak"
"892","Kallari (Ecuatoriana)","Roberto",245,2008,75,"Ecuador",2.75,"Ecuador","Tak"
"893","Kallari (Ecuatoriana)","Diego/ original micro",248,2008,85,"Ecuador",2.5,"Ecuador","Tak"
"894","Kallari (Ecuatoriana)","Diego 48hr/ W.F. blend prototype",248,2008,85,"Ecuador",2.75,"Ecuador","Tak"
"895","Kallari (Ecuatoriana)","Diego 60hr/ W.F. blend prototype",248,2008,85,"Ecuador",3,"Ecuador","Tak"
"896","Kallari (Ecuatoriana)","Cacao Nacional W.F.",263,2008,75,"Ecuador",2.5,"Ecuador","Tak"
"897","Kallari (Ecuatoriana)","Cacao Nacional W.F.",269,2008,85,"Ecuador",3,"Ecuador","Tak"
"898","Kaoka (Cemoi)","Noir",404,2009,70,"France",2.75," ","Tak"
"899","Kaoka (Cemoi)","Ecuador",423,2009,80,"France",2.75,"Ecuador","Tak"
"900","Kerchner","La Red, Project Reserva, Guaconejo",1133,2013,70,"U.S.A.",3.75,"Dominican Republic","Tak"
"901","Ki' Xocolatl","Dark",431,2009,72,"Mexico",2,"Mexico","Tak"
"902","Kiskadee","La Red, Guanconjeco",1251,2014,60,"U.S.A.",3,"Dominican Republic","Nie"
"903","Kto","San Martin",1422,2014,72,"U.S.A.",2.5,"Peru","Tak"
"904","Kto","Ocumare",1422,2014,72,"U.S.A.",2.75,"Venezuela","Tak"
"905","Kto","Belize",1422,2014,72,"U.S.A.",3,"Belize","Tak"
"906","Kto","Sambirano Valley",1422,2014,72,"U.S.A.",3.25,"Madagascar","Tak"
"907","Kto","Belize",1426,2014,90,"U.S.A.",3.25,"Belize","Tak"
"908","Kto","Elvesia",1426,2014,72,"U.S.A.",3.25,"Dominican Republic","Tak"
"909","Kto","ROIG",1426,2014,72,"U.S.A.",3.25,"Dominican Republic","Tak"
"910","K'ul","Kafupbo, Petit Bourg, De Borgnes",1840,2016,70,"U.S.A.",3.25,"Haiti","Tak"
"911","K'ul","Maranon, Fortunato No. 4",1852,2016,70,"U.S.A.",2.75,"Peru","Tak"
"912","K'ul","Los Rios, Hacienda Limon, Heirloom",1852,2016,70,"U.S.A.",3.75,"Ecuador","Tak"
"913","K'ul","Bahia, Fazenda Camboa",1852,2016,70,"U.S.A.",3.75,"Brazil","Tak"
"914","Kyya","Uganda",1359,2014,72.5,"U.S.A.",2.5,"Uganda","Tak"
"915","Kyya","Hispaniola",1359,2014,72.5,"U.S.A.",3,"Dominican Republic","Tak"
"916","Kyya","Ecuador",1363,2014,72.5,"U.S.A.",2.5,"Ecuador","Tak"
"917","Kyya","Madagascar",1363,2014,72.5,"U.S.A.",3,"Madagascar","Tak"
"918","L.A. Burdick (Felchlin)","Peru",891,2012,74,"U.S.A.",3.25,"Peru","Tak"
"919","L.A. Burdick (Felchlin)","Brazil",891,2012,70,"U.S.A.",4,"Brazil","Tak"
"920","L.A. Burdick (Felchlin)","Chuao",927,2012,68,"U.S.A.",3.75,"Venezuela","Nie"
"921","L.A. Burdick (Felchlin)","Quito",682,2011,74,"U.S.A.",3.75,"Ecuador","Tak"
"922","L.A. Burdick (Felchlin)","Grenada",576,2010,75,"U.S.A.",3.25,"Grenada","Tak"
"923","L.A. Burdick (Felchlin)","Dominican Republic",576,2010,74,"U.S.A.",3.75,"Dominican Republic","Tak"
"924","L.A. Burdick (Felchlin)","Venzuela",597,2010,71,"U.S.A.",3,"Venezuela","Tak"
"925","L.A. Burdick (Felchlin)","Madagascar",431,2009,64,"U.S.A.",3.5,"Madagascar","Nie"
"926","L.A. Burdick (Felchlin)","Bolivian",451,2009,68,"U.S.A.",3,"Bolivia","Nie"
"927","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70,"Japan",2.25,"Peru","Tak"
"928","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,70,"Japan",2.5,"Peru","Tak"
"929","La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,70,"Japan",3,"Peru","Tak"
"930","La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,70,"Japan",3,"Belize","Tak"
"931","La Maison du Chocolat (Valrhona)","Cuana, 2013",1121,2013,74,"France",2.75,"Africa, Carribean, C. Am.","Tak"
"932","La Maison du Chocolat (Valrhona)","Tobago",1145,2013,60,"France",3.25,"Tobago","Nie"
"933","La Maison du Chocolat (Valrhona)","Acarigua, w/ nibs",1189,2013,56,"France",3.25,"Ecuador","Nie"
"934","La Maison du Chocolat (Valrhona)","Loma Sotavento",891,2012,66,"France",3.5,"Dominican Republic","Nie"
"935","La Maison du Chocolat (Valrhona)","Grenada",741,2011,68,"France",3.5,"Grenada","Nie"
"936","La Maison du Chocolat (Valrhona)","Akosombo",346,2009,68,"France",3.25,"Ghana","Nie"
"937","La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,69,"France",3.5,"Venezuela","Nie"
"938","La Maison du Chocolat (Valrhona)","Kuruba",439,2009,60,"France",3," ","Nie"
"939","La Maison du Chocolat (Valrhona)","Orinoco",445,2009,60,"France",3.75," ","Nie"
"940","La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,74,"France",3.5,"Ven., Indonesia, Ecuad.","Tak"
"941","La Oroquidea","Peruvian Amazon",721,2011,72,"Peru",2.5,"Peru","Tak"
"942","La Pepa de Oro","Vinces",713,2011,60,"Ecuador",3.25,"Ecuador","Nie"
"943","Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,75,"France",2.75,"Madagascar","Tak"
"944","Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,75,"France",2.75,"Vietnam","Tak"
"945","Laia aka Chat-Noir","Cuba, Batch 59/100",1590,2015,75,"France",3,"Cuba","Tak"
"946","Laia aka Chat-Noir","Peru, Batch 51/100",1590,2015,75,"France",3.25,"Peru","Tak"
"947","Laia aka Chat-Noir","Ivory Coast, Batch 56/100",1594,2015,75,"France",3,"Ivory Coast","Tak"
"948","Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,75,"France",3.5,"Sao Tome","Tak"
"949","Laia aka Chat-Noir","Bahia, Batch 148",1642,2015,75,"France",3.25,"Brazil","Tak"
"950","Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,75,"France",3.75,"Vietnam","Tak"
"951","Laia aka Chat-Noir","Cuba",1434,2014,70,"France",2.75,"Cuba","Tak"
"952","Laia aka Chat-Noir","Trinidad-Tobago",1438,2014,68,"France",2.75,"Trinidad-Tobago","Nie"
"953","Lajedo do Ouro","Catongo",927,2012,70,"Brazil",3.5,"Brazil","Tak"
"954","Lake Champlain (Callebaut)","Tanzania",327,2009,75,"U.S.A.",2.5,"Tanzania","Tak"
"955","L'Amourette","Rugoso",1784,2016,80,"U.S.A.",3.5,"Nicaragua","Tak"
"956","L'Amourette","Carenero Superior",833,2012,75,"U.S.A.",3,"Venezuela","Tak"
"957","L'Amourette","Rio Caribe",833,2012,75,"U.S.A.",3,"Venezuela","Tak"
"958","L'Amourette","Blend",853,2012,72,"U.S.A.",3,"Peru, Ecuador, Venezuela","Tak"
"959","Letterpress","La Masica, Batch 7, FHIA",1952,2017,70,"U.S.A.",3.5,"Honduras","Tak"
"960","Letterpress","Maya Mtn, Batch 18, Heirloom",1952,2017,70,"U.S.A.",3.25,"Belize","Tak"
"961","Letterpress","Liberia",1728,2016,70,"U.S.A.",3.25,"Liberia","Tak"
"962","Letterpress","Beniamo",1562,2015,70,"U.S.A.",3.25,"Bolivia","Tak"
"963","Letterpress","San Juan Estate, Gran Couva",1562,2015,70,"U.S.A.",3.5,"Trinidad","Tak"
"964","Letterpress","San Andres",1566,2015,70,"U.S.A.",3,"Costa Rica","Tak"
"965","Letterpress","La Red, Guaconejo",1566,2015,70,"U.S.A.",3.25,"Domincan Republic","Tak"
"966","Letterpress","Kokoa Kamili",1566,2015,70,"U.S.A.",3.5,"Tanzania","Tak"
"967","Letterpress","Maranura",1371,2014,70,"U.S.A.",3.5,"Peru","Tak"
"968","Levy","Sambirano",1231,2014,71,"Finland",3.5,"Madagascar","Tak"
"969","Lilla","Madagascar",1856,2016,70,"Finland",3,"Madagascar","Tak"
"970","Lillie Belle","Perfect Illusion",855,2012,65,"U.S.A.",3.5,"Peru","Nie"
"971","Lillie Belle","Bolivia, Wild Thing",903,2012,68,"U.S.A.",3.5,"Bolivia","Nie"
"972","Lillie Belle","La Selva",903,2012,68,"U.S.A.",3.75,"Peru","Nie"
"973","Lillie Belle","Purple Haze",947,2012,75,"U.S.A.",2.75,"Venezuela, Dom. Rep.","Tak"
"974","Lillie Belle","The Other One, Grand Cru",947,2012,74,"U.S.A.",3,"Dominican Republic","Tak"
"975","Lillie Belle","Wild Thing",947,2012,68,"U.S.A.",3.5,"Bolivia","Nie"
"976","Lindt & Sprungli","Excellence (US Version)",157,2007,85,"Switzerland",3," ","Tak"
"977","Loiza","Puerto Rico",1049,2013,65,"Puerto Rico",2.5,"Puerto Rico","Nie"
"978","Lonohana","Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70,"U.S.A.",3.75,"Hawaii","Tak"
"979","Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,65,"U.S.A.",3.25,"Hawaii","Nie"
"980","Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,75,"U.S.A.",3.75,"Hawaii","Tak"
"981","Lonohana","Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71,"U.S.A.",3,"Hawaii","Tak"
"982","Lonohana","Opaeula Estate, O'ahu, Ele'ele",1097,2013,72,"U.S.A.",3,"Hawaii","Tak"
"983","Lonohana","Hawaiian Crown, Kona Vanilla",1097,2013,70,"U.S.A.",3.5,"Hawaii","Tak"
"984","Love Bar","Nicaragua",1502,2015,75,"U.S.A.",2,"Nicaragua","Tak"
"985","Luker","Selva",552,2010,46,"Colombia",2.75,"Colombia, Ecuador","Nie"
"986","Luker","Macondo",552,2010,60,"Colombia",3,"Colombia, Ecuador","Nie"
"987","Luker","Misterio",552,2010,58,"Colombia",3,"Colombia, Ecuador","Nie"
"988","Luker","Santander",552,2010,65,"Colombia",3.5,"Colombia","Nie"
"989","Machu Picchu Trading Co.","Peru",721,2011,70,"Peru",1.5,"Peru","Tak"
"990","Machu Picchu Trading Co.","Peru",552,2010,55,"Peru",2.25,"Peru","Nie"
"991","Madecasse (Cinagra)","Madagascar",284,2008,67,"Madagascar",3.5,"Madagascar","Nie"
"992","Madecasse (Cinagra)","Madagascar",284,2008,70,"Madagascar",3.75,"Madagascar","Tak"
"993","Madecasse (Cinagra)","Madagascar",284,2008,63,"Madagascar",4,"Madagascar","Nie"
"994","Madecasse (Cinagra)","Madagascar",288,2008,75,"Madagascar",3.5,"Madagascar","Tak"
"995","Madre","Guadalcanal",1940,2017,73,"U.S.A.",3.5,"Solomon Islands","Tak"
"996","Madre","Puerto Rico",1085,2013,70,"U.S.A.",2.75,"Puerto Rico","Tak"
"997","Madre","Brazil",1085,2013,70,"U.S.A.",3.5,"Brazil","Tak"
"998","Madre","Choobua, Kona",1089,2013,70,"U.S.A.",2.75,"Hawaii","Tak"
"999","Madre","Xocunusco, Chiapas, Pichucalco",1089,2013,70,"U.S.A.",2.75,"Mexico","Tak"
"1000","Madre","Hamakua Coast, Kokoleka",991,2012,70,"U.S.A.",3.25,"Hawaii","Tak"
"1001","Madre","Criollo, Hawaii",995,2012,70,"U.S.A.",3.25,"Hawaii","Tak"
"1002","Madre","Kaua'i",995,2012,70,"U.S.A.",3.5,"Hawaii","Tak"
"1003","Madre","Dominican",672,2011,70,"U.S.A.",2.5,"Dominican Republic","Tak"
"1004","Madre","Upala",693,2011,70,"U.S.A.",2.75,"Costa Rica","Tak"
"1005","Madre","Chiapas, Triple Cacao",607,2010,72,"U.S.A.",2.75,"Mexico","Tak"
"1006","Maglio","Africa",300,2008,75,"Italy",2,"Tanzania","Tak"
"1007","Maglio","Ecuador",308,2008,70,"Italy",3,"Ecuador","Tak"
"1008","Maglio","Cuba",308,2008,70,"Italy",3.25,"Cuba","Tak"
"1009","Maglio","Santo Domingo",308,2008,70,"Italy",3.75,"Dominican Republic","Tak"
"1010","Majani","Ecuador",531,2010,70,"Italy",2,"Ecuador","Tak"
"1011","Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,75,"Madagascar",2.75,"Madagascar","Tak"
"1012","Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,73,"Madagascar",3.5,"Madagascar","Tak"
"1013","Malagos","Davao, Mt. Talamo foothills",1121,2013,65,"Philippines",3.5,"Philippines","Nie"
"1014","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55,"U.S.A.",3.5,"Hawaii","Nie"
"1015","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,55,"U.S.A.",2.75,"Hawaii","Nie"
"1016","Malmo","Chuao",1856,2016,70,"Sweden",3,"Venezuela","Tak"
"1017","Mana","Ecuador",1446,2015,74,"U.S.A.",2.5,"Ecuador","Tak"
"1018","Mana","Peru",1219,2014,74,"U.S.A.",2.5,"Peru","Tak"
"1019","Mana","Venezuela",1219,2014,74,"U.S.A.",2.75,"Venezuela","Tak"
"1020","Mana","Conacado",821,2012,74,"U.S.A.",3.75,"Dominican Republic","Tak"
"1021","Manifesto Cacao","Colombia",1331,2014,70,"Colombia",2.75,"Colombia","Tak"
"1022","Manoa","Markham Valley",1522,2015,72,"U.S.A.",3.5,"Papua New Guinea","Tak"
"1023","Manoa","Coto Brus",1522,2015,72,"U.S.A.",3.75,"Costa Rica","Tak"
"1024","Manoa","Waiahole, O'ahu",1089,2013,72,"U.S.A.",3.75,"Hawaii","Tak"
"1025","Manoa","Liberia, #174",1003,2012,72,"U.S.A.",3.25,"Liberia","Tak"
"1026","Manoa","Hamakua, Hawaiian Crown, #176",1007,2012,72,"U.S.A.",2.75,"Hawaii","Tak"
"1027","Manoa","Piura",1007,2012,72,"U.S.A.",3,"Peru","Tak"
"1028","Manoa","Oahu, Winward, #151, Maunawili district",1007,2012,72,"U.S.A.",3.25,"Hawaii","Tak"
"1029","Manufaktura Czekolady","Johe",1844,2016,70,"Poland",3.75,"Nicaragua","Tak"
"1030","Manufaktura Czekolady","Peru",1848,2016,70,"Poland",3.5,"Peru","Tak"
"1031","Manufaktura Czekolady","Porcelana",1255,2014,70,"Poland",3.75,"Venezuela","Tak"
"1032","Manufaktura Czekolady","Kolumbia",1279,2014,85,"Poland",3.5,"Colombia","Tak"
"1033","Manufaktura Czekolady","Grand Cru Dominican Republic",871,2012,70,"Poland",3.25,"Dominican Republic","Tak"
"1034","Manufaktura Czekolady","Grand Cru Ghana",871,2012,70,"Poland",3.5,"Ghana","Tak"
"1035","Manufaktura Czekolady","Grand Cru Ecuador",875,2012,70,"Poland",3.25,"Ecuador","Tak"
"1036","Map Chocolate","Ben Tre, Surprise Valley",1896,2016,75,"U.S.A.",3.25,"Vietnam","Tak"
"1037","Map Chocolate","ROIG, 2014",1474,2015,70,"U.S.A.",3.5,"Dominican Republic","Tak"
"1038","Map Chocolate","Maranon, 2014",1474,2015,62,"U.S.A.",3.5,"Peru","Nie"
"1039","Map Chocolate","Ecuador",1478,2015,70,"U.S.A.",3.5,"Ecuador","Tak"
"1040","Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,70,"U.S.A.",2.75,"Trinidad","Tak"
"1041","Map Chocolate","A case of the Xerces Blues, triple roast",1606,2015,70,"U.S.A.",3.5,"Nicaragua","Tak"
"1042","Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,68,"U.S.A.",3.5,"Peru","Nie"
"1043","Map Chocolate","Colombia",1610,2015,75,"U.S.A.",2.75,"Colombia","Tak"
"1044","Map Chocolate","Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72,"U.S.A.",3,"Tanzania","Tak"
"1045","Map Chocolate","Le Chocolat Chaud",1634,2015,78,"U.S.A.",3.5,"Honduras","Tak"
"1046","Marana","Piura",1872,2016,70,"Peru",3,"Peru","Tak"
"1047","Marana","Cusco",1884,2016,70,"Peru",2.75,"Peru","Tak"
"1048","Marana","San Martin",1884,2016,70,"Peru",3,"Peru","Tak"
"1049","Marigold's Finest","Cacao Nib Crunch",1808,2016,75,"Canada",3.25," ","Tak"
"1050","Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,85,"Vietnam",3.25,"Vietnam","Tak"
"1051","Marou","Ben Tre",1650,2015,68,"Vietnam",3.5,"Vietnam","Nie"
"1052","Marou","Dak Lak, Batch 2451",1650,2015,70,"Vietnam",3.75,"Vietnam","Tak"
"1053","Marou","Tan Phu Dong, Treasure Island",1149,2013,75,"Vietnam",3.5,"Vietnam","Tak"
"1054","Marou","Ba Ria",845,2012,76,"Vietnam",3.5,"Vietnam","Tak"
"1055","Marou","Dong Nai",845,2012,72,"Vietnam",3.5,"Vietnam","Tak"
"1056","Marou","Tien Giang, Gao Co-op",845,2012,70,"Vietnam",3.5,"Vietnam","Tak"
"1057","Marou","Ben Tre",849,2012,78,"Vietnam",3.5,"Vietnam","Tak"
"1058","Marou","Tien Giang",895,2012,80,"Vietnam",3,"Vietnam","Tak"
"1059","Marou","Lam Dong",955,2012,74,"Vietnam",3.5,"Vietnam","Tak"
"1060","Mars","Matina 1-6, prototype",537,2010,65,"U.S.A.",3,"Costa Rica","Nie"
"1061","Mars","Ivory Coast",544,2010,65,"U.S.A.",3,"Ivory Coast","Nie"
"1062","Mars","Nigeria",544,2010,65,"U.S.A.",3.25,"Nigeria","Nie"
"1063","Mars","Ghana, prototype",544,2010,65,"U.S.A.",3.5,"Ghana","Nie"
"1064","Marsatta","Dominican Republic",1189,2013,74,"U.S.A.",2.25,"Dominican Republic","Tak"
"1065","Marsatta","Dominican Republic",1189,2013,89,"U.S.A.",2.5,"Dominican Republic","Tak"
"1066","Martin Mayer","Alto Beni",1836,2016,76,"Austria",2.75,"Bolivia","Tak"
"1067","Martin Mayer","Pisa",1836,2016,82,"Austria",3,"Haiti","Tak"
"1068","Martin Mayer","Tumaco",1836,2016,74,"Austria",3.25,"Colombia","Tak"
"1069","Mast Brothers","Guatemala",1450,2015,76,"U.S.A.",3,"Guatemala","Tak"
"1070","Mast Brothers","Tanzania",1450,2015,74,"U.S.A.",3.25,"Tanzania","Tak"
"1071","Mast Brothers","French Laundry 20th Anniversary",1359,2014,75,"U.S.A.",3.75,"Peru, Belize","Tak"
"1072","Mast Brothers","Shake Shack",959,2012,73,"U.S.A.",3.5,"Peru, Mad., Dom. Rep.","Tak"
"1073","Mast Brothers","Chuao",999,2012,73,"U.S.A.",2.75,"Venezuela","Tak"
"1074","Mast Brothers","Brooklyn Blend",672,2011,72,"U.S.A.",3.5," ","Tak"
"1075","Mast Brothers","Chuao, Med. Roast",701,2011,76,"U.S.A.",3,"Venezuela","Tak"
"1076","Mast Brothers","Chuao, Dark Roast",709,2011,70,"U.S.A.",3,"Venezuela","Tak"
"1077","Mast Brothers","Chuao, Light Roast",713,2011,81,"U.S.A.",2.75,"Venezuela","Tak"
"1078","Mast Brothers","Moho River",773,2011,70,"U.S.A.",3.5,"Belize","Tak"
"1079","Mast Brothers","Papua New Guinea",777,2011,71,"U.S.A.",2.75,"Papua New Guinea","Tak"
"1080","Mast Brothers","San Martin",777,2011,75,"U.S.A.",3,"Peru","Tak"
"1081","Mast Brothers","Conacado",777,2011,73,"U.S.A.",3.25,"Dominican Republic","Tak"
"1082","Mast Brothers","La Red de Guanconejo, N. Highlands coop",777,2011,74,"U.S.A.",3.75,"Dominican Republic","Tak"
"1083","Mast Brothers","Patanemo",572,2010,81,"U.S.A.",2.75,"Venezuela","Tak"
"1084","Mast Brothers","Ocumare de la Costa",572,2010,75,"U.S.A.",3,"Venezuela","Tak"
"1085","Mast Brothers","Dominican Republic, Coop",572,2010,70,"U.S.A.",3.25,"Dominican Republic","Tak"
"1086","Matale","Malekula P., 2013",1177,2013,72,"Australia",3.5,"Vanuatu","Tak"
"1087","Matale","Somia, 2013",1177,2013,68,"Australia",4,"Madagascar","Nie"
"1088","Matale","Kulili P., 2013",1177,2013,74,"Australia",4,"Papua New Guinea","Tak"
"1089","Matale","Blend",1181,2013,70,"Australia",3.75,"PNG, Vanuatu, Mad","Tak"
"1090","Maverick","Maya Mountain",1367,2014,70,"U.S.A.",3.25,"Belize","Tak"
"1091","Maverick","Elvesia",1367,2014,70,"U.S.A.",3.25,"Dominican Republic","Tak"
"1092","Maverick","Tumbes",1430,2014,82,"U.S.A.",3.25,"Peru","Tak"
"1093","Maverick","Morropon, Norandiono Coop, Piura",1430,2014,63,"U.S.A.",3.5,"Peru","Nie"
"1094","Mayacama","Hispaniola",1728,2016,72,"U.S.A.",3,"Domincan Republic","Tak"
"1095","Meadowlands","Bolivia",1287,2014,70,"U.S.A.",2.5,"Bolivia","Tak"
"1096","Meadowlands","Venezuela",1287,2014,70,"U.S.A.",2.75,"Venezuela","Tak"
"1097","Meadowlands","Belize",1287,2014,70,"U.S.A.",3,"Belize","Tak"
"1098","Meadowlands","Nicaragua, w/ inbs",1291,2014,70,"U.S.A.",3,"Nicaragua","Tak"
"1099","Meadowlands","Dominican Republic",1291,2014,70,"U.S.A.",3.5,"Dominican Republic","Tak"
"1100","Menakao (aka Cinagra)","Madagascar",837,2012,80,"Madagascar",2.5,"Madagascar","Tak"
"1101","Menakao (aka Cinagra)","Madagascar",841,2012,72,"Madagascar",2.5,"Madagascar","Tak"
"1102","Mesocacao","El Salvador",1494,2015,80,"Honduras",2.75,"El Salvador","Tak"
"1103","Mesocacao","El Salvador",1494,2015,70,"Honduras",3,"El Salvador","Tak"
"1104","Mesocacao","Honduras",1347,2014,80,"Honduras",3.25,"Honduras","Tak"
"1105","Mesocacao","Honduras",1347,2014,70,"Honduras",3.5,"Honduras","Tak"
"1106","Mesocacao","La Tronca, Matagalpa",1351,2014,70,"Honduras",3.25,"Nicaragua","Tak"
"1107","Mesocacao","La Tronca, Matagalpa",1351,2014,80,"Honduras",3.5,"Nicaragua","Tak"
"1108","Metiisto","Fazenda Sempre Firme P., Bahia",1267,2014,70,"Sweden",3,"Brazil","Tak"
"1109","Metiisto","Akesson Estate",1267,2014,72,"Sweden",3.5,"Madagascar","Tak"
